"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105341321","Day 0","blue","crg04140","Autophagy - animal",135,56,"105341321",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111121839"," 5'-AMP-activated protein kinase catalytic subunit alpha-2-like"
"2","crg:105340989","Day 0","blue","crg04140","Autophagy - animal",135,56,"105340989",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111134642"," BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like"
"3","crg:105335164","Day 0","blue","crg04140","Autophagy - animal",135,56,"105335164",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111120488"," DEP domain-containing mTOR-interacting protein-like"
"4","crg:105342014","Day 0","blue","crg04140","Autophagy - animal",135,56,"105342014",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111136265"," GTPase HRas"
"5","crg:105336892","Day 0","blue","crg04140","Autophagy - animal",135,56,"105336892",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111129477"," RAC-beta serine/threonine-protein kinase-like"
"6","crg:105336892","Day 0","blue","crg04140","Autophagy - animal",135,56,"105336892",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111130266"," RAC-gamma serine/threonine-protein kinase-like"
"7","crg:105318403","Day 0","blue","crg04140","Autophagy - animal",135,56,"105318403",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111118945"," RB1-inducible coiled-coil protein 1-like"
"8","crg:105339849","Day 0","blue","crg04140","Autophagy - animal",135,56,"105339849",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111119147"," WD repeat domain phosphoinositide-interacting protein 2-like"
"9","crg:105347054","Day 0","blue","crg04140","Autophagy - animal",135,56,"105347054",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111119828"," WD repeat domain phosphoinositide-interacting protein 4-like"
"10","crg:105335025","Day 0","blue","crg04140","Autophagy - animal",135,56,"105335025",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111130707"," anti-apoptotic protein NR13-like"
"11","crg:105335025","Day 0","blue","crg04140","Autophagy - animal",135,56,"105335025",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111131320"," anti-apoptotic protein NR13-like"
"12","crg:105334768","Day 0","blue","crg04140","Autophagy - animal",135,56,"105334768",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111102871"," autophagy protein 5-like"
"13","crg:105342150","Day 0","blue","crg04140","Autophagy - animal",135,56,"105342150",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111122717"," autophagy-related protein 101-like"
"14","crg:105322922","Day 0","blue","crg04140","Autophagy - animal",135,56,"105322922",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111123262"," autophagy-related protein 13-like"
"15","crg:105320687","Day 0","blue","crg04140","Autophagy - animal",135,56,"105320687",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111132058"," autophagy-related protein 16-1-like"
"16","crg:105338878","Day 0","blue","crg04140","Autophagy - animal",135,56,"105338878",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111128059"," autophagy-related protein 2 homolog B-like"
"17","crg:105338878","Day 0","blue","crg04140","Autophagy - animal",135,56,"105338878",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111128047"," autophagy-related protein 2 homolog B-like"
"18","crg:105320700","Day 0","blue","crg04140","Autophagy - animal",135,56,"105320700",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111114705"," autophagy-related protein 9A-like"
"19","crg:105320700","Day 0","blue","crg04140","Autophagy - animal",135,56,"105320700",0.414814814814815,0.000000000000887637839327219,12.0517641924013,0.0000000000953042732751330,"LOC111115682"," autophagy-related protein 9A-like"
