"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105338838","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105338838",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111138352"," ATP-dependent RNA helicase DDX19A-like"
"2","crg:105323093","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105323093",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111124701"," E3 SUMO-protein ligase RanBP2-like"
"3","crg:105323093","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105323093",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111124696"," E3 SUMO-protein ligase RanBP2-like"
"4","crg:105348755","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105348755",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111134475"," RNA-binding protein 8A-like"
"5","crg:105321021","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105321021",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111121238"," RNA-binding protein with serine-rich domain 1-B-like"
"6","crg:105332566","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105332566",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111119214"," exportin-6-like"
"7","crg:105347624","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105347624",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111110088"," exportin-T-like"
"8","crg:105347624","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105347624",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111110572"," exportin-T-like"
"9","crg:105332258","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105332258",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111103812"," importin subunit alpha-7-like"
"10","crg:105347897","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105347897",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111131105"," importin-11-like"
"11","crg:105337096","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105337096",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111131148"," importin-7-like"
"12","crg:105336642","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105336642",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111121417"," mRNA export factor-like"
"13","crg:105340039","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105340039",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111099664"," nuclear pore complex protein Nup205-like"
"14","crg:105340039","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105340039",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111100305"," nuclear pore complex protein Nup205-like"
"15","crg:105340039","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105340039",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111101943"," nuclear pore complex protein Nup205-like"
"16","crg:105347350","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105347350",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111121980"," nuclear pore complex protein Nup85-like"
"17","crg:105330886","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105330886",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111114674"," partner of Y14 and mago-like"
"18","crg:105330886","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105330886",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111111718"," partner of Y14 and mago-like"
"19","crg:105342784","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105342784",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111133565"," protein SEC13 homolog"
"20","crg:105342784","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105342784",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111106364"," protein SEC13 homolog"
"21","crg:105344597","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105344597",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111108106"," regulator of nonsense transcripts 2-like"
"22","crg:105344597","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105344597",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111108043"," regulator of nonsense transcripts 2-like"
"23","crg:105339039","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105339039",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111125574"," small ubiquitin-related modifier 2-like"
"24","crg:105339039","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105339039",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111125573"," small ubiquitin-related modifier 3-like"
"25","crg:105319209","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105319209",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111125507"," spliceosome RNA helicase DDX39B"
"26","crg:105340881","Day 0","green","crg03013","Nucleocytoplasmic transport",95,18,"105340881",0.189473684210526,0.000138376408751802,3.85893794472193,0.00735579857049054,"LOC111123383"," transmembrane protein 33-like"
